Gender,Chain,PaymentMethod,Occupation,Age,FamilySize,Income,PurchaseAmount
Female,Major A,Cash,Professional,52,2,1200,117.37
Female,Other,Cash,Other,35,2,4400,117.33
Female,Major E,Cash,Service,78,4,36800,117.33
Male,Regional D,Check,Other,64,2,24300,117.32
Male,Major E,StoreCard,Service,47,3,52300,117.3
Female,Other,Cash,Other,64,2,13400,117.26
Male,Major A,Cash,Clerical,43,3,13200,117.24
Male,Major A,Cash,Other,31,2,36700,117.19
Male,Major E,Cash,Other,44,3,14500,117.16
Female,Major A,Cash,Other,23,1,11150,117.11
Female,Major A,Cash,Retired,30,2,40500,117.09
Female,Major A,Cash,Owners,30,4,27500,117.03
Male,Major E,Check,Other,50,3,16400,116.96
Male,Regional D,Cash,Owners,34,5,39300,116.94
Male,Regional A,Check,Owners,35,2,67300,116.94
Male,Major B,Cash,Clerical,62,3,26100,116.82
Male,Regional C,Cash,Other,48,2,84100,116.82
Female,Other,Check,Service,25,4,8650,116.8
Female,Major E,Check,Other,51,1,3800,116.79
Male,Other,Cash,Other,45,2,73900,116.79
Male,Major D,Check,Other,56,2,17900,116.77
Female,Major A,Cash,Other,22,1,21700,116.75
Female,Regional D,Cash,Skilled,27,1,86200,116.75
Female,Major D,StoreCard,Owners,72,4,15550,116.74
Female,Regional D,StoreCard,Sales,49,3,0,116.72
Female,Major A,Cash,Retired,71,2,13550,116.72
Male,Other,Cash,Retired,73,2,3300,116.68
Male,Regional D,StoreCard,Skilled,80,5,38300,116.68
Male,Other,StoreCard,Skilled,67,2,41500,116.67
Female,Regional C,DebitCard,Service,62,3,77100,116.63
Male,Major B,StoreCard,Retired,43,2,34400,116.63
Female,Major D,DebitCard,Other,48,2,4400,116.62
Male,Major A,Cash,Owners,49,3,68300,116.62
Female,Major D,StoreCard,Sales,29,2,9950,116.6
Female,Other,Cash,Retired,44,2,45300,116.59
Female,Major A,Cash,Other,57,3,1900,116.57
Female,Regional C,StoreCard,Other,50,3,87900,116.55
Male,Regional D,StoreCard,Service,26,3,0,116.54
Female,Major B,Check,Retired,32,1,20600,116.53
Male,Regional C,Cash,Owners,76,2,14000,116.43
Female,Major A,Check,Other,62,1,43500,116.4
Male,Major A,Cash,Owners,52,4,62700,116.38
Male,Other,StoreCard,Owners,29,4,25200,116.36
Male,Major A,Cash,Skilled,28,4,41000,116.35
Male,Major A,Cash,Professional,46,2,37000,116.32
Female,Major D,DebitCard,Professional,40,1,6250,116.3
Female,Major D,Cash,Service,72,2,5850,116.29
Male,Regional A,Check,Retired,62,2,24900,116.29
Female,Major A,DebitCard,Skilled,78,3,33200,116.27
Female,Major B,Check,Sales,41,5,69100,116.27
Male,Major D,DebitCard,Other,53,1,82800,116.26
Male,Major B,Check,Professional,27,1,57100,116.24
Female,Regional C,StoreCard,Retired,50,1,66700,116.23
Male,Major B,Cash,Other,56,1,3400,116.19
Female,Major A,Cash,Professional,74,4,15150,116.16
Male,Major A,Cash,Other,73,2,52400,116.16
Female,Regional C,Cash,Other,41,3,25800,116.06
Male,Major A,Cash,Skilled,58,4,3200,116.04
Female,Major B,Check,Owners,36,2,59600,116.03
Male,Other,Check,Owners,77,2,55600,116.01
Female,Major D,Check,Other,80,1,11650,115.97
Female,Major A,Cash,Retired,33,2,6750,115.91
Male,Other,Cash,Retired,73,2,91100,115.9
Female,Major D,StoreCard,Professional,30,2,64700,115.88
Male,Other,DebitCard,Skilled,81,3,23700,115.81
Female,Major D,Cash,Retired,22,2,13750,115.8
Female,Major B,Cash,Owners,24,2,3750,115.78
Male,Major A,DebitCard,Owners,64,3,43700,115.76
Female,Major E,StoreCard,Skilled,60,4,43100,115.74
Female,Major B,Cash,Owners,36,2,53100,115.74
Male,Major A,Cash,Professional,25,2,48500,115.73
Male,Regional C,StoreCard,Retired,43,4,23700,115.67
Female,Major E,Cash,Clerical,53,2,8450,115.65
Female,Major E,StoreCard,Professional,44,1,1600,115.64
Male,Major B,StoreCard,Retired,30,2,43300,115.64
Male,Major D,StoreCard,Retired,25,2,15300,115.63
Female,Major E,Cash,Other,45,3,4150,115.52
Male,Major A,Check,Clerical,42,1,29600,115.48
Male,Regional D,Cash,Service,60,5,23700,115.47
Female,Major E,StoreCard,Other,54,2,39400,115.44
Male,Other,StoreCard,Clerical,27,1,42800,115.41
Female,Major D,Check,Other,69,1,14500,115.38
Female,Major A,Cash,Retired,25,2,27700,115.35
Male,Major D,StoreCard,Skilled,47,3,0,115.27
Female,Major A,Cash,Other,30,2,16700,115.26
Female,Other,StoreCard,Other,29,1,40900,115.25
Female,Major E,Cash,Other,38,1,6800,115.19
Male,Major A,Cash,Skilled,82,5,77300,115.19
Female,Major A,Check,Other,79,2,13550,115.09
Female,Regional D,Check,Retired,53,2,45900,115.07
Female,Major E,StoreCard,Sales,20,1,8600,115.06
Female,Major A,Cash,Other,55,2,0,115.05
Male,Regional A,StoreCard,Service,29,4,88000,115.05
Male,Major B,StoreCard,Owners,76,1,63300,115.01
Female,Major E,Check,Other,23,2,18700,114.99
Female,Other,Cash,Other,69,1,14900,114.9
Male,Major A,Cash,Retired,33,1,44700,114.87
Male,Other,Cash,Professional,41,2,30900,114.8
Female,Regional B,Cash,Professional,47,3,56000,114.73
Male,Other,StoreCard,Other,33,4,43200,114.73
Female,Regional D,Cash,Other,53,1,0,114.72
Female,Major A,Cash,Other,73,3,32000,114.72
Male,Major A,DebitCard,Skilled,34,3,89700,114.72
Female,Major B,StoreCard,Professional,47,4,56400,114.69
Female,Other,Check,Owners,53,2,86800,114.67
Male,Major A,DebitCard,Other,59,3,58000,114.67
Male,Major B,Check,Professional,39,1,22300,114.65
Female,Regional C,StoreCard,Sales,68,5,56000,114.61
Female,Major A,Check,Retired,75,2,7250,114.58
Female,Regional C,StoreCard,Other,40,2,66300,114.56
Female,Minor B,Cash,Professional,21,2,59800,114.51
Female,Major E,Cash,Other,44,6,85200,114.48
Female,Other,Cash,Other,57,1,12150,114.38
Female,Other,Check,Other,28,4,25900,114.38
Male,Major B,Check,Other,78,1,10750,114.36
Male,Other,Cash,Sales,26,1,52900,114.36
Female,Major B,StoreCard,Skilled,28,3,62400,114.31
Female,Major B,Cash,Professional,52,4,36300,114.3
Female,Major A,Cash,Other,19,3,26500,114.27
Male,Major D,DebitCard,Other,50,2,17500,114.24
Female,Other,StoreCard,Service,33,2,54500,114.23
Female,Major B,Check,Professional,38,2,87600,114.2
Female,Regional D,StoreCard,Retired,50,4,0,114.19
Female,Other,Cash,Other,57,1,16550,114.14
Male,Major A,Cash,Service,51,1,52000,114.1
Male,Regional C,Check,Other,66,4,52000,114.1
Male,Major D,Cash,Laborer,60,3,61400,114.1
Female,Regional C,StoreCard,Other,35,2,9350,114.08
Female,Regional A,Check,Professional,28,1,25200,114.08
Male,Regional A,Cash,Other,67,5,25100,114.08
Female,Major E,Cash,Retired,44,1,2400,114.04
Female,Major B,Cash,Other,51,2,400,114.01
Female,Regional A,Cash,Other,72,1,71600,113.97
Male,Regional D,StoreCard,Owners,61,4,14900,113.97
Male,Major B,Check,Owners,19,2,28900,113.97
Male,Major E,StoreCard,Retired,30,2,4450,113.95
Female,Regional C,DebitCard,Owners,48,3,51700,113.93
Female,Major B,StoreCard,Other,30,1,68700,113.93
Female,Regional D,Check,Professional,28,1,89300,113.92
Male,Major A,Cash,Retired,29,2,67000,113.9
Male,Regional B,Cash,Skilled,52,4,49700,113.89
Female,Major A,Cash,Retired,64,2,90500,113.88
Male,Major D,StoreCard,Owners,64,4,82700,113.86
Male,Major E,StoreCard,Professional,35,4,74100,113.85
Female,Major E,Cash,Retired,53,3,88400,113.82
Male,Major D,Check,Other,43,2,63900,113.82
Female,Other,Check,Other,29,1,38600,113.77
Female,Major D,DebitCard,Other,24,2,9350,113.73
Female,Major E,Check,Other,35,1,38400,113.71
Female,Major A,Cash,Other,19,1,76900,113.67
Male,Major E,Check,Skilled,45,2,69200,113.67
Female,Other,Cash,Sales,24,4,17900,113.65
Female,Major E,StoreCard,Sales,20,1,1400,113.63
Female,Other,StoreCard,Service,25,3,4400,113.59
Male,Regional C,Check,Retired,28,2,74600,113.58
Male,Major A,Cash,Clerical,59,5,58500,113.47
Male,Regional C,StoreCard,Other,64,2,4850,113.45
Male,Regional C,StoreCard,Other,30,1,51600,113.44
Male,Other,Cash,Retired,60,2,58900,113.44
Female,Regional C,StoreCard,Owners,27,4,33100,113.43
Male,Major B,Cash,Other,76,2,91100,113.36
Female,Other,Cash,Skilled,41,5,13950,113.31
Male,Major B,Cash,Professional,22,1,22500,113.3
Female,Major D,Cash,Owners,62,4,33100,113.28
Male,Major A,Cash,Retired,25,2,40000,113.26
Male,Major E,StoreCard,Other,62,1,14200,113.22
Male,Major D,Cash,Service,29,2,89300,113.17
Male,Regional C,StoreCard,Owners,39,2,20300,113.16
Female,Regional C,Cash,Other,64,1,54600,113.13
Female,Major B,Check,Other,66,1,41400,113.12
Male,Regional A,Cash,Laborer,77,3,4200,113.11
Male,Major B,Cash,Owners,32,4,9050,113.07
Male,Major B,DebitCard,Professional,32,4,36300,113.07
Female,Major E,Check,Service,69,3,7850,113.02
Female,Minor B,DebitCard,Other,34,2,88200,113.02
Female,Major A,DebitCard,Professional,67,3,25800,113.01
Male,Major E,StoreCard,Professional,48,4,30200,113
Male,Major A,Cash,Other,47,1,85200,112.97
Female,Regional D,Cash,Owners,49,5,20200,112.96
Male,Major A,DebitCard,Owners,57,4,4600,112.94
Male,Major A,Cash,Retired,36,3,20200,112.93
Male,Regional A,Cash,Other,60,1,34400,112.92
Female,Major A,Cash,Retired,61,2,5750,112.9
Female,Regional C,Cash,Other,31,1,34900,112.89
Female,Major D,Check,Owners,45,2,56800,112.89
Male,Major D,Cash,Other,48,1,2900,112.89
Female,Regional B,Cash,Owners,67,3,25500,112.88
Female,Major A,Cash,Retired,33,1,40300,112.88
Male,Other,DebitCard,Skilled,81,3,20800,112.85
Female,Other,StoreCard,Other,48,2,47800,112.8
Female,Major D,StoreCard,Owners,63,4,33200,112.79
Female,Major B,StoreCard,Retired,30,2,42100,112.78
Female,Major A,DebitCard,Professional,44,5,86100,112.77
Male,Regional B,Cash,Retired,45,3,10250,112.77
Female,Major A,Cash,Professional,31,2,22200,112.7
Male,Major E,Cash,Professional,62,2,47800,112.69
Female,Other,Cash,Other,57,1,12750,112.65
Female,Major B,StoreCard,Other,39,4,53500,112.59
Female,Major A,Cash,Skilled,82,4,25400,112.56
Female,Other,Cash,Clerical,33,2,24500,112.54
Male,Major A,Cash,Other,31,1,0,112.54
Male,Regional D,Cash,Retired,45,4,43900,112.48
Female,Major B,StoreCard,Skilled,73,2,12250,112.4
Female,Major B,Check,Skilled,80,5,11250,112.38
Female,Major E,DebitCard,Professional,38,2,28300,112.36
Female,Other,Check,Retired,47,4,15850,112.35
Female,Regional B,Cash,Retired,73,2,19800,112.35
Female,Major B,StoreCard,Service,53,2,3000,112.32
Female,Major B,StoreCard,Service,64,4,17100,112.31
Female,Other,Cash,Owners,54,3,62400,112.31
Male,Major B,StoreCard,Owners,52,2,900,112.28
Male,Major D,Check,Professional,63,2,22600,112.28
Female,Other,StoreCard,Other,54,1,50200,112.26
Female,Major B,StoreCard,Owners,55,2,1200,112.23
Female,Major D,StoreCard,Clerical,39,2,61100,112.21
Female,Regional C,Check,Professional,19,1,53800,112.2
Female,Regional D,Check,Professional,49,4,75800,112.2
Male,Other,Cash,Other,71,1,42700,112.2
Female,Major B,StoreCard,Other,57,1,26000,112.19
Female,Major A,Cash,Other,34,5,17700,112.18
Female,Major B,StoreCard,Service,41,2,86900,112.14
Female,Major D,Other,Other,38,3,34400,112.1
Female,Major A,Cash,Other,28,3,11950,112.02
Female,Major A,Cash,Professional,31,2,27000,112
Female,Other,Cash,Other,32,4,57400,111.99
Male,Major D,Check,Owners,29,3,68300,111.94
Male,Major E,Cash,Retired,68,4,32800,111.92
Male,Other,Cash,Other,62,1,50100,111.86
Male,Major D,StoreCard,Retired,73,2,5000,111.83
Female,Major E,StoreCard,Retired,51,2,60100,111.75
Female,Other,Cash,Service,51,5,13150,111.73
Female,Other,Cash,Other,54,1,1800,111.71
Male,Major A,DebitCard,Other,25,3,37300,111.71
Female,Regional A,Check,Owners,51,5,48000,111.63
Female,Major A,StoreCard,Other,60,6,90300,111.6
Female,Major B,Cash,Other,31,2,400,111.54
Female,Major A,Cash,Professional,53,2,53100,111.53
Female,Major D,Check,Other,46,1,200,111.49
Female,Major D,Check,Retired,35,2,7000,111.48
Male,Major E,StoreCard,Other,75,1,66100,111.42
Female,Regional C,Check,Other,76,1,21200,111.41
Female,Regional C,Cash,Other,26,1,58800,111.41
Female,Regional D,StoreCard,Retired,37,2,1100,111.4
Female,Other,Cash,Other,22,2,6550,111.36
Female,Other,Check,Sales,34,2,10150,111.36
Female,Other,Cash,Professional,62,4,38300,111.36
Female,Major B,Check,Other,78,1,13850,111.33
Female,Major A,Cash,Retired,18,2,62000,111.33
Female,Major A,Cash,Retired,56,2,66300,111.33
Male,Major A,Check,Retired,58,2,38600,111.3
Female,Major B,StoreCard,Other,34,3,30500,111.27
Female,Major B,StoreCard,Skilled,66,1,41700,111.27
Male,Other,StoreCard,Owners,44,3,29400,111.22
Female,Major B,Cash,Other,40,2,20200,111.09
Male,Major D,StoreCard,Professional,92,4,11550,111.08
Male,Other,StoreCard,Skilled,27,2,36900,111.08
Female,Major D,Check,Retired,34,3,37600,111.02
Female,Major B,Cash,Professional,81,4,25900,111.01
Male,Other,Cash,Retired,73,1,33200,111.01
Female,Major E,StoreCard,Other,63,1,38100,111
Male,Regional B,Check,Professional,50,2,65300,110.98
Male,Major E,StoreCard,Other,69,2,69900,110.95
Female,Major B,StoreCard,Other,33,2,15150,110.93
Female,Regional D,StoreCard,Clerical,58,4,71700,110.9
Male,Regional C,Cash,Professional,24,2,10150,110.87
Male,Major E,Check,Other,80,1,14750,110.84
Male,Other,StoreCard,Owners,62,2,0,110.83
Male,Regional B,Cash,Retired,37,4,48400,110.68
Female,Major E,Cash,Retired,68,4,46200,110.67
Female,Major A,Cash,Owners,29,3,62000,110.63
Male,Regional A,Check,Service,39,4,55400,110.62
Female,Regional C,StoreCard,Retired,46,3,43700,110.56
Female,Major B,StoreCard,Other,44,1,0,110.55
Male,Regional C,Check,Skilled,26,3,25200,110.55
Female,Major A,Cash,Skilled,37,2,4300,110.54
Female,Major D,Check,Owners,31,3,18200,110.5
Female,Major B,StoreCard,Other,56,3,53800,110.5
Female,Major A,Check,Other,75,2,58400,110.48
Female,Major A,Cash,Professional,37,2,36300,110.43
Female,Regional C,Cash,Skilled,31,3,44900,110.42
Male,Major B,StoreCard,Other,28,2,31600,110.4
Male,Major B,StoreCard,Other,45,3,57100,110.4
Male,Major E,Cash,Other,44,1,0,110.39
Female,Major A,Cash,Professional,38,1,27600,110.35
Male,Regional D,Cash,Skilled,60,5,19900,110.35
Female,Major A,Cash,Skilled,35,2,52800,110.33
Female,Major B,StoreCard,Other,39,4,58000,110.33
Male,Regional C,StoreCard,Owners,59,2,20700,110.31
Male,Major B,Cash,Retired,51,2,5500,110.29
Male,Major E,StoreCard,Retired,61,2,2100,110.27
Female,Major D,StoreCard,Professional,38,2,58700,110.25
Female,Regional C,Cash,Owners,36,2,900,110.22
Male,Regional D,Check,Retired,53,2,38400,110.2
Male,Major B,StoreCard,Retired,69,1,82500,110.17
Female,Major E,Check,Clerical,37,4,57900,110.15
Male,Major B,StoreCard,Professional,38,4,52600,110.14
Male,Other,Cash,Other,56,4,58000,110.13
Female,Other,Check,Service,33,2,52500,110.11
Male,Regional C,StoreCard,Service,35,5,8750,110.02
Male,Other,Cash,Professional,84,2,11850,110.02
Male,Major A,Cash,Retired,29,2,13700,110.02
Male,Major A,Cash,Retired,65,3,45700,110.02
Male,Other,Cash,Owners,41,3,47100,110.02
Male,Major B,Cash,Other,60,4,2200,109.99
Female,Regional C,Cash,Service,29,5,50300,109.97
Female,Major B,StoreCard,Retired,77,2,36800,109.92
Male,Major D,Check,Retired,25,2,24600,109.89
Female,Other,Cash,Other,40,1,75400,109.87
Male,Other,DebitCard,Sales,66,4,58100,109.87
Male,Major A,Cash,Other,48,2,9000,109.86
Male,Major E,StoreCard,Other,35,4,18700,109.85
Male,Other,Cash,Skilled,55,2,51300,109.81
Female,Other,Cash,Owners,36,2,43300,109.76
Female,Major A,Cash,Owners,21,2,9150,109.75
Male,Major A,Cash,Retired,70,3,84200,109.72
Male,Major D,Check,Retired,60,2,16700,109.7
Male,Major D,Cash,Military,25,5,66800,109.67
Female,Regional B,StoreCard,Other,39,2,68000,109.66
Female,Major A,Cash,Service,32,3,88200,109.64
Male,Major E,Cash,Other,23,3,12750,109.64
Female,Major E,Check,Other,37,1,35900,109.61
Male,Regional D,Cash,Retired,34,4,86000,109.52
Female,Major A,Cash,Other,29,3,25300,109.5
Male,Major E,Check,Retired,35,2,64000,109.5
Male,Major A,Cash,Retired,51,2,60000,109.46
Female,Regional C,Cash,Other,35,5,54800,109.45
Female,Other,Cash,Military,36,2,9050,109.43
Male,Major E,Cash,Retired,38,3,46600,109.39
Female,Major A,DebitCard,Retired,39,3,86900,109.36
Male,Major E,Cash,Farm,65,4,17850,109.36
Male,Major B,StoreCard,Retired,74,3,24300,109.36
Male,Regional C,StoreCard,Other,63,2,33600,109.36
Female,Major B,Cash,Clerical,53,2,8050,109.31
Male,Major A,Check,Sales,49,2,91100,109.3
Male,Regional A,Cash,Professional,66,3,32500,109.27
Male,Major E,Check,Skilled,45,2,71100,109.27
Male,Major B,Cash,Owners,47,3,16250,109.25
Male,Other,Cash,Other,52,1,48700,109.25
Male,Major E,StoreCard,Retired,62,2,56500,109.24
Male,Major E,StoreCard,Skilled,19,4,24000,109.22
Female,Other,Cash,Skilled,31,4,57300,109.21
Male,Major E,Cash,Other,79,1,45600,109.2
Male,Major D,Check,Retired,77,2,22600,109.19
Male,Other,Cash,Other,50,1,26700,109.18
Female,Regional D,Cash,Skilled,77,2,13400,109.17
Female,Major B,Cash,Military,79,4,30600,109.17
Female,Major E,DebitCard,Owners,63,4,5050,109.15
Female,Major A,Cash,Retired,28,2,57500,109.11
Male,Major A,Check,Other,50,1,1700,109.11
Female,Major D,Cash,Other,24,1,400,109.07
Male,Major D,StoreCard,Retired,55,2,1300,109.06
Female,Other,StoreCard,Other,37,3,89800,109.05
Female,Other,Cash,Other,32,4,30200,109.03
Male,Major E,Cash,Other,44,3,60100,109.02
Female,Major B,StoreCard,Other,34,3,26900,108.98
Male,Major B,StoreCard,Service,26,3,0,108.95
Female,Major A,Cash,Other,31,1,4900,108.94
Female,Major B,StoreCard,Owners,53,2,43500,108.92
Female,Major A,Cash,Retired,28,1,21800,108.9
Male,Major A,Cash,Other,59,1,13850,108.9
Male,Other,Check,Other,36,2,82800,108.9
Female,Major D,DebitCard,Service,42,6,29400,108.89
Female,Other,Check,Other,42,1,36900,108.89
Female,Major A,Cash,Service,25,6,41300,108.84
Male,Regional A,Cash,Other,23,5,10550,108.8
Male,Major D,Check,Retired,46,2,90400,108.78
Male,Major D,StoreCard,Other,74,1,9550,108.77
Male,Major A,Cash,Professional,72,2,600,108.76
Female,Major B,StoreCard,Professional,31,3,12650,108.73
Female,Major D,Cash,Other,57,1,46700,108.69
Female,Regional C,StoreCard,Professional,59,6,41300,108.67
Female,Regional C,StoreCard,Skilled,24,2,54700,108.65
Male,Major E,DebitCard,Other,33,4,36600,108.63
Male,Major E,StoreCard,Owners,70,3,28800,108.63
Male,Regional C,StoreCard,Other,80,1,42400,108.62
Female,Regional A,Check,Owners,53,2,84900,108.59
Female,Other,Cash,Other,69,1,20100,108.57
Female,Major E,Check,Other,33,5,2300,108.52
Female,Major E,StoreCard,Other,63,2,34600,108.5
Female,Regional C,Cash,Other,43,1,17600,108.49
Male,Other,StoreCard,Clerical,27,1,38400,108.46
Male,Other,Cash,Retired,32,7,51400,108.4
Female,Regional C,Check,Professional,38,2,24100,108.35
Male,Major D,StoreCard,Retired,36,4,83300,108.35
Female,Major D,StoreCard,Professional,43,2,50600,108.34
Female,Regional C,StoreCard,Owners,28,3,23700,108.33
Female,Other,Cash,Retired,73,2,0,108.32
Female,Other,Cash,Owners,39,4,11750,108.29
Female,Other,Cash,Other,47,2,85300,108.25
Female,Major A,Cash,Skilled,70,4,9450,108.23
Female,Major A,DebitCard,Retired,44,2,27400,108.23
Female,Major B,StoreCard,Clerical,49,3,41900,108.22
Female,Major A,DebitCard,Skilled,33,2,34200,108.18
Female,Regional C,Cash,Professional,81,4,6550,108.17
Female,Major D,Cash,Other,52,1,42500,108.13
Female,Regional B,Cash,Service,41,4,0,108.12
Male,Major B,Cash,Other,29,4,34000,108.1
Female,Other,Check,Sales,24,3,18100,108.09
Male,Major E,StoreCard,Professional,47,4,51100,108.09
Male,Major A,Cash,Other,19,1,86700,108.07
Male,Regional C,Cash,Retired,73,2,22400,108.06
Male,Major D,Check,Other,56,1,0,108.05
Male,Major D,StoreCard,Retired,46,2,88400,108.04
Male,Major E,Check,Other,20,1,29600,108.01
Female,Other,Cash,Retired,50,2,38500,107.99
Female,Major B,StoreCard,Sales,29,2,35700,107.98
Female,Major B,DebitCard,Clerical,23,3,41400,107.97
Male,Major A,Cash,Service,83,5,31700,107.96
Male,Major D,Cash,Other,29,1,37900,107.96
Male,Major A,Check,Other,72,2,25000,107.93
Male,Regional C,Check,Other,68,1,63400,107.91
Female,Major B,Cash,Other,24,3,4200,107.9
Female,Regional C,StoreCard,Sales,67,5,18450,107.89
Female,Major A,Cash,Professional,65,7,15900,107.89
Female,Major B,StoreCard,Retired,35,2,17200,107.88
Female,Regional D,Check,Sales,40,1,35200,107.88
Female,Other,Cash,Professional,43,5,63900,107.88
Male,Major B,Cash,Other,35,1,38600,107.88
Female,Major A,Cash,Other,39,4,29700,107.85
Female,Major B,Check,Professional,78,4,38100,107.85
Female,Regional B,Cash,Other,30,1,50900,107.85
Male,Major D,Cash,Other,27,1,10850,107.79
Male,Major B,StoreCard,Skilled,74,2,30000,107.75
Male,Regional C,Cash,Other,48,1,83300,107.69
Female,Major E,StoreCard,Skilled,42,2,89400,107.65
Male,Regional C,DebitCard,Clerical,28,3,41800,107.64
Female,Major A,Cash,Other,37,3,32900,107.6
Female,Major A,Cash,Skilled,50,3,33600,107.58
Male,Major E,StoreCard,Owners,61,6,39800,107.56
Female,Major D,Cash,Skilled,47,3,34700,107.53
Female,Regional C,Check,Other,30,1,64800,107.52
Male,Major D,StoreCard,Other,44,2,71200,107.52
Female,Regional A,Cash,Retired,60,2,21200,107.51
Male,Major B,StoreCard,Other,28,4,91500,107.5
Female,Other,Cash,Professional,50,5,56700,107.48
Male,Major A,Cash,Other,79,1,38200,107.48
Male,Major E,StoreCard,Retired,62,2,54500,107.47
Female,Major A,DebitCard,Other,63,2,8850,107.46
Male,Major D,StoreCard,Other,63,1,36100,107.46
Female,Major B,Cash,Owners,44,2,42300,107.41
Female,Major B,Check,Other,54,1,88800,107.41
Female,Major A,Cash,Other,46,4,5650,107.4
Female,Major B,Check,Clerical,39,1,29600,107.38
Male,Major E,StoreCard,Other,57,1,38000,107.36
Female,Other,Cash,Service,27,1,59600,107.35
Female,Other,Check,Retired,34,2,71700,107.33
Female,Major A,DebitCard,Service,40,3,62400,107.32
Female,Regional C,StoreCard,Other,76,2,51500,107.29
Male,Regional D,StoreCard,Retired,42,4,0,107.29
Male,Other,Cash,Skilled,72,2,52400,107.28
Female,Major A,Cash,Service,74,7,0,107.21
Female,Major D,StoreCard,Owners,42,4,18200,107.2
Female,Major D,Check,Owners,19,2,1900,107.16
Male,Regional A,StoreCard,Owners,28,4,51300,107.16
Male,Major D,Check,Professional,63,2,32200,107.1
Female,Major A,Cash,Skilled,74,2,29900,107.08
Male,Major D,Check,Skilled,49,3,89200,107.04
Female,Other,Check,Retired,45,2,31700,106.97
Female,Major B,Check,Other,36,2,37400,106.96
Female,Other,Cash,Other,29,3,4050,106.94
Female,Regional B,Cash,Skilled,49,5,11950,106.94
Male,Regional A,Check,Professional,57,1,84500,106.94
Male,Other,DebitCard,Skilled,67,2,3500,106.92
Female,Major B,Check,Other,54,2,15950,106.91
Male,Major A,Cash,Skilled,36,2,700,106.9
Male,Major D,Cash,Owners,45,4,2500,106.88
Male,Major B,DebitCard,Other,32,4,24600,106.88
Male,Major A,Cash,Retired,61,2,3400,106.84
Female,Other,Cash,Other,62,1,18200,106.82
Female,Major D,StoreCard,Other,31,1,40800,106.8
Female,Major B,Cash,Other,48,2,57000,106.8
Male,Other,Cash,Owners,79,2,24100,106.8
Female,Other,Cash,Other,56,2,53700,106.78
Male,Major E,DebitCard,Skilled,49,3,43100,106.78
Female,Major B,StoreCard,Owners,42,4,89800,106.77
Female,Major D,Cash,Retired,39,1,82900,106.76
Male,Major A,DebitCard,Professional,36,4,68900,106.76
Female,Regional B,DebitCard,Other,40,5,25500,106.75
Male,Other,Cash,Retired,60,2,50700,106.74
Male,Major E,StoreCard,Other,59,5,53400,106.73
Female,Major D,Cash,Service,45,3,38600,106.7
Female,Major D,Cash,Other,56,2,50500,106.7
Male,Major B,StoreCard,Other,79,2,3400,106.69
Male,Major D,Check,Professional,62,4,75400,106.68
Male,Major D,Check,Retired,69,1,92000,106.68
Female,Major E,Check,Laborer,61,3,0,106.65
Male,Major B,StoreCard,Other,49,1,57500,106.64
Male,Major D,Cash,Skilled,47,3,35300,106.62
Female,Major D,StoreCard,Professional,39,4,54000,106.56
Male,Major A,Cash,Other,64,4,88800,106.54
Male,Other,StoreCard,Retired,30,3,47400,106.48
Male,Major B,Check,Sales,34,2,11750,106.38
Male,Major A,Cash,Owners,40,3,86600,106.34
Female,Major E,StoreCard,Other,58,1,8650,106.3
Female,Major A,Cash,Other,25,1,54700,106.3
Female,Regional C,Check,Other,41,2,65800,106.29
Male,Other,Cash,Other,60,3,22000,106.29
Female,Major D,Check,Retired,46,2,87800,106.26
Female,Major E,Cash,Owners,35,2,14400,106.19
Male,Major B,StoreCard,Service,35,4,34500,106.19
Female,Other,Cash,Owners,81,3,4450,106.18
Male,Regional D,Cash,Other,57,1,14000,106.17
Male,Major B,StoreCard,Other,30,1,18100,106.16
Female,Major A,Cash,Retired,30,2,19300,106.15
Female,Regional B,Check,Owners,62,8,75400,106.15
Male,Regional D,Check,Other,25,1,0,106.15
Male,Other,Cash,Retired,31,2,9200,106.15
Male,Regional C,Check,Professional,69,2,40200,106.15
Male,Other,Cash,Other,55,6,3900,106.14
Female,Regional D,Check,Other,24,1,42800,106.12
Male,Major E,StoreCard,Skilled,43,4,87600,106.11
Male,Major A,Cash,Retired,32,1,15900,106.08
Female,Major B,DebitCard,Professional,75,1,13650,106.06
Male,Regional D,Cash,Laborer,42,2,0,106.03
Female,Major B,DebitCard,Skilled,87,3,8250,106.02
Female,Major D,Check,Owners,38,1,10250,106.02
Female,Major B,StoreCard,Owners,27,3,52000,106.02
Male,Major A,Cash,Owners,30,1,28600,106.01
Female,Other,Cash,Retired,37,1,22800,105.9
Male,Major B,Cash,Service,21,1,2400,105.9
Female,Major D,StoreCard,Professional,28,2,20900,105.87
Male,Major A,Cash,Retired,33,1,45400,105.86
Male,Major B,Cash,Service,28,2,25500,105.83
Female,Regional A,Check,Other,71,1,26500,105.82
Female,Other,Cash,Other,49,5,90400,105.82
Male,Major E,StoreCard,Other,59,1,15850,105.82
Female,Major D,StoreCard,Owners,52,3,57800,105.81
Female,Major A,Cash,Other,41,2,56000,105.79
Male,Other,Cash,Other,24,5,17700,105.78
Male,Major B,StoreCard,Sales,74,2,24900,105.73
Male,Major E,StoreCard,Owners,49,1,92100,105.71
Female,Other,Cash,Clerical,36,2,67600,105.7
Female,Major E,Check,Other,54,1,62400,105.7
